나이,이동인구(합),출발 시군구 코드,도착 시군구 코드
45,29084.86,종로구,덕양구
50,35741.29,종로구,덕양구
55,31259.39,종로구,덕양구
60,32922.25,종로구,덕양구
65,29373.88,종로구,덕양구
70,21195.63,종로구,덕양구
75,18371.76,종로구,덕양구
80,26865.52,종로구,덕양구
0,2865.84,종로구,일산동구
10,1192.37,종로구,일산동구
15,2927.75,종로구,일산동구
20,5139.51,종로구,일산동구
25,8764.04,종로구,일산동구
30,9962.63,종로구,일산동구
35,9542.93,종로구,일산동구
40,12595.44,종로구,일산동구
45,11589.79,종로구,일산동구
50,14317.99,종로구,일산동구
55,13825.39,종로구,일산동구
60,13225.95,종로구,일산동구
65,11546.12,종로구,일산동구
70,6079.82,종로구,일산동구
75,6757.5,종로구,일산동구
80,13243.88,종로구,일산동구
0,1828.34,종로구,일산서구
10,836.6,종로구,일산서구
15,2503.56,종로구,일산서구
20,3757.59,종로구,일산서구
25,6602.49,종로구,일산서구
30,6123.49,종로구,일산서구
35,6484.57,종로구,일산서구
40,8420.44,종로구,일산서구
45,7720.49,종로구,일산서구
50,10313.56,종로구,일산서구
55,9990.84,종로구,일산서구
60,8899.2,종로구,일산서구
65,8584.42,종로구,일산서구
70,5593.09,종로구,일산서구
75,5809.93,종로구,일산서구
80,11647.52,종로구,일산서구
0,1018.99,종로구,과천시
10,666.75,종로구,과천시
15,921.88,종로구,과천시
20,1677.14,종로구,과천시
25,2393.3,종로구,과천시
30,2409.5,종로구,과천시
35,2820.57,종로구,과천시
40,3618.75,종로구,과천시
45,3425.64,종로구,과천시
50,5715.24,종로구,과천시
55,4432.0,종로구,과천시
60,4830.77,종로구,과천시
65,4005.5,종로구,과천시
70,2753.31,종로구,과천시
75,2246.23,종로구,과천시
80,3950.67,종로구,과천시
0,2378.17,종로구,구리시
10,998.03,종로구,구리시
15,2163.52,종로구,구리시
20,3108.86,종로구,구리시
25,5288.96,종로구,구리시
30,5836.35,종로구,구리시
35,5639.14,종로구,구리시
40,7650.0,종로구,구리시
45,7224.63,종로구,구리시
50,8854.65,종로구,구리시
55,9089.89,종로구,구리시
60,8050.48,종로구,구리시
65,6964.91,종로구,구리시
70,4194.96,종로구,구리시
75,4279.5,종로구,구리시
80,4927.11,종로구,구리시
0,6892.52,종로구,남양주시
10,2936.73,종로구,남양주시
15,6287.78,종로구,남양주시
20,10390.89,종로구,남양주시
25,14208.26,종로구,남양주시
30,14904.69,종로구,남양주시
35,12731.01,종로구,남양주시
40,20465.47,종로구,남양주시
45,19615.69,종로구,남양주시
50,22256.85,종로구,남양주시
55,20670.95,종로구,남양주시
60,19883.14,종로구,남양주시
65,20234.88,종로구,남양주시
70,13956.29,종로구,남양주시
75,13352.2,종로구,남양주시
80,17853.05,종로구,남양주시
0,642.49,종로구,오산시
10,279.43,종로구,오산시
15,688.88,종로구,오산시
20,812.85,종로구,오산시
25,1119.13,종로구,오산시
30,802.12,종로구,오산시
35,1022.26,종로구,오산시
40,1303.38,종로구,오산시
45,1492.37,종로구,오산시
50,1215.13,종로구,오산시
55,1352.6,종로구,오산시
60,1299.57,종로구,오산시
65,1280.25,종로구,오산시
70,789.78,종로구,오산시
75,1305.25,종로구,오산시
80,1381.69,종로구,오산시
0,1657.57,종로구,시흥시
10,735.46,종로구,시흥시
15,1354.0,종로구,시흥시
20,1786.96,종로구,시흥시
25,3473.75,종로구,시흥시
30,3872.75,종로구,시흥시
35,3629.21,종로구,시흥시
40,3757.58,종로구,시흥시
45,3186.54,종로구,시흥시
50,3972.53,종로구,시흥시
55,3418.34,종로구,시흥시
60,3564.36,종로구,시흥시
65,3447.68,종로구,시흥시
70,2165.29,종로구,시흥시
75,1488.33,종로구,시흥시
80,2500.23,종로구,시흥시
0,802.85,종로구,군포시
10,480.69,종로구,군포시
15,1432.39,종로구,군포시
20,1985.0,종로구,군포시
25,3854.03,종로구,군포시
30,3495.68,종로구,군포시
35,2986.44,종로구,군포시
40,3707.15,종로구,군포시
45,3853.97,종로구,군포시
50,4998.88,종로구,군포시
55,3762.27,종로구,군포시
60,4171.68,종로구,군포시
65,3918.61,종로구,군포시
70,2715.42,종로구,군포시
75,2632.17,종로구,군포시
80,4676.93,종로구,군포시
0,1516.62,종로구,의왕시
10,378.77,종로구,의왕시
15,649.77,종로구,의왕시
20,1005.22,종로구,의왕시
25,1776.07,종로구,의왕시
30,1612.02,종로구,의왕시
35,1988.75,종로구,의왕시
40,2613.4,종로구,의왕시
45,2179.12,종로구,의왕시
50,2432.71,종로구,의왕시
55,2574.24,종로구,의왕시
60,2447.11,종로구,의왕시
65,3162.32,종로구,의왕시
70,1526.54,종로구,의왕시
75,1385.94,종로구,의왕시
80,1553.67,종로구,의왕시
0,4491.8,종로구,하남시
10,1614.87,종로구,하남시
15,2251.03,종로구,하남시
20,3950.31,종로구,하남시
25,6736.35,종로구,하남시
30,8047.84,종로구,하남시
35,8525.41,종로구,하남시
40,12535.18,종로구,하남시
45,9982.56,종로구,하남시
50,9896.65,종로구,하남시
55,8798.119999999999,종로구,하남시
60,8822.53,종로구,하남시
65,9020.55,종로구,하남시
70,6404.71,종로구,하남시
75,5412.52,종로구,하남시
80,5578.38,종로구,하남시
0,1587.81,종로구,용인시
10,6559.599999999999,종로구,용인시
15,1624.99,종로구,용인시
20,1789.65,종로구,용인시
25,2129.7,종로구,용인시
30,1531.28,종로구,용인시
35,1629.35,종로구,용인시
40,2283.19,종로구,용인시
45,2699.72,종로구,용인시
50,3236.57,종로구,용인시
55,2696.68,종로구,용인시
60,2860.41,종로구,용인시
65,2484.72,종로구,용인시
70,1827.26,종로구,용인시
75,1578.57,종로구,용인시
80,1649.28,종로구,용인시
0,2124.34,종로구,용인시
10,1631.94,종로구,용인시
15,2507.53,종로구,용인시
20,4129.23,종로구,용인시
25,5190.7,종로구,용인시
30,4758.45,종로구,용인시
35,4711.01,종로구,용인시
40,7244.15,종로구,용인시
45,6793.47,종로구,용인시
50,8020.269999999999,종로구,용인시
55,6609.77,종로구,용인시
60,5705.26,종로구,용인시
65,5784.06,종로구,용인시
70,5369.25,종로구,용인시
75,4444.84,종로구,용인시
80,6817.07,종로구,용인시
0,2295.92,종로구,용인시
10,1221.84,종로구,용인시
15,2249.01,종로구,용인시
20,3580.72,종로구,용인시
25,4902.45,종로구,용인시
30,5030.38,종로구,용인시
35,5078.36,종로구,용인시
40,7589.99,종로구,용인시
45,7970.44,종로구,용인시
50,8592.13,종로구,용인시
55,5859.73,종로구,용인시
60,5871.5,종로구,용인시
65,5564.46,종로구,용인시
70,5233.49,종로구,용인시
75,6826.81,종로구,용인시
80,8141.71,종로구,용인시
0,3251.93,종로구,파주시
10,1479.97,종로구,파주시
15,2546.72,종로구,파주시
20,4016.37,종로구,파주시
25,6160.62,종로구,파주시
30,6346.93,종로구,파주시
35,6772.79,종로구,파주시
40,9053.38,종로구,파주시
45,8364.08,종로구,파주시
50,10247.82,종로구,파주시
55,9452.27,종로구,파주시
60,8585.66,종로구,파주시
65,8500.12,종로구,파주시
70,5735.71,종로구,파주시
75,6155.27,종로구,파주시
80,7277.74,종로구,파주시
0,569.65,종로구,이천시
10,399.06,종로구,이천시
15,538.7,종로구,이천시
20,641.25,종로구,이천시
25,723.27,종로구,이천시
30,621.14,종로구,이천시
35,743.24,종로구,이천시
40,1165.46,종로구,이천시
45,1406.91,종로구,이천시
50,1720.38,종로구,이천시
55,1574.29,종로구,이천시
60,1525.63,종로구,이천시
65,1482.22,종로구,이천시
70,1074.27,종로구,이천시
75,668.83,종로구,이천시
80,756.09,종로구,이천시
0,564.79,종로구,안성시
10,329.49,종로구,안성시
15,452.16,종로구,안성시
20,685.7,종로구,안성시
25,550.91,종로구,안성시
30,476.44,종로구,안성시
35,515.67,종로구,안성시
40,731.6899999999999,종로구,안성시
45,808.8,종로구,안성시
50,1156.16,종로구,안성시
55,1189.42,종로구,안성시
60,1329.27,종로구,안성시
65,1209.32,종로구,안성시
70,732.52,종로구,안성시
75,604.61,종로구,안성시
80,698.34,종로구,안성시
0,4209.98,종로구,김포시
10,2069.09,종로구,김포시
15,3263.54,종로구,김포시
20,3921.1,종로구,김포시
25,5619.68,종로구,김포시
30,7005.8,종로구,김포시
35,8767.75,종로구,김포시
40,11848.76,종로구,김포시
45,10408.74,종로구,김포시
50,8772.1,종로구,김포시
55,8009.44,종로구,김포시
60,8213.6,종로구,김포시
65,9156.86,종로구,김포시
70,5256.91,종로구,김포시
75,5599.76,종로구,김포시
80,6953.85,종로구,김포시
0,2922.22,종로구,화성시
10,2035.58,종로구,화성시
15,2333.2,종로구,화성시
20,3664.11,종로구,화성시
25,6156.08,종로구,화성시
30,6415.56,종로구,화성시
35,6160.06,종로구,화성시
40,6641.83,종로구,화성시
45,4955.42,종로구,화성시
50,5618.1,종로구,화성시
55,5033.51,종로구,화성시
60,5155.23,종로구,화성시
65,4310.13,종로구,화성시
70,2696.99,종로구,화성시
75,2495.79,종로구,화성시
80,2998.39,종로구,화성시
0,1942.86,종로구,광주시
10,852.32,종로구,광주시
15,1162.35,종로구,광주시
20,1695.16,종로구,광주시
25,2645.13,종로구,광주시
30,2922.21,종로구,광주시
35,2659.38,종로구,광주시
40,4415.12,종로구,광주시
45,4403.61,종로구,광주시
50,5090.31,종로구,광주시
55,4734.11,종로구,광주시
60,5029.51,종로구,광주시
65,5415.19,종로구,광주시
70,3335.65,종로구,광주시
75,3013.13,종로구,광주시
80,3730.36,종로구,광주시
0,1901.44,종로구,양주시
10,837.62,종로구,양주시
15,2582.75,종로구,양주시
20,4417.7,종로구,양주시
25,5606.49,종로구,양주시
30,5072.48,종로구,양주시
35,5024.75,종로구,양주시
40,6755.81,종로구,양주시
45,5459.22,종로구,양주시
50,7603.25,종로구,양주시
55,7166.1,종로구,양주시
60,7435.18,종로구,양주시
65,8841.21,종로구,양주시
70,5497.08,종로구,양주시
75,6422.1,종로구,양주시
80,6851.93,종로구,양주시
0,726.42,종로구,포천시
10,314.51,종로구,포천시
15,722.69,종로구,포천시
20,1051.34,종로구,포천시
25,1031.68,종로구,포천시
30,1195.25,종로구,포천시
35,1078.29,종로구,포천시
40,1649.34,종로구,포천시
45,1578.79,종로구,포천시
50,2345.53,종로구,포천시
55,2849.41,종로구,포천시
60,2952.5,종로구,포천시
65,2877.19,종로구,포천시
70,1893.35,종로구,포천시
75,1299.82,종로구,포천시
80,1534.09,종로구,포천시
0,127.87,종로구,여주시
10,203.1,종로구,여주시
15,296.55,종로구,여주시
20,185.88,종로구,여주시
25,359.77,종로구,여주시
30,353.43,종로구,여주시
35,299.25,종로구,여주시
40,587.55,종로구,여주시
45,647.07,종로구,여주시
50,1156.23,종로구,여주시
55,1083.99,종로구,여주시
60,1410.12,종로구,여주시
65,1221.41,종로구,여주시
70,604.13,종로구,여주시
75,739.73,종로구,여주시
80,912.41,종로구,여주시
0,255.51,종로구,연천군
10,54.51,종로구,연천군
15,226.76,종로구,연천군
20,232.0,종로구,연천군
25,146.02,종로구,연천군
30,113.19,종로구,연천군
35,214.18,종로구,연천군
40,140.11,종로구,연천군
45,193.49,종로구,연천군
50,456.31,종로구,연천군
55,578.78,종로구,연천군
60,648.64,종로구,연천군
65,806.65,종로구,연천군
70,800.51,종로구,연천군
75,493.81,종로구,연천군
80,1095.9,종로구,연천군
0,591.04,종로구,가평군
10,500.11,종로구,가평군
15,581.01,종로구,가평군
20,442.76,종로구,가평군
25,654.39,종로구,가평군
30,532.38,종로구,가평군
35,753.77,종로구,가평군
40,1278.86,종로구,가평군
45,1256.96,종로구,가평군
50,1620.93,종로구,가평군
55,1700.4,종로구,가평군
60,2021.39,종로구,가평군
65,2287.63,종로구,가평군
70,1481.58,종로구,가평군
75,1099.58,종로구,가평군
80,1560.01,종로구,가평군
0,760.51,종로구,양평군
10,696.51,종로구,양평군
15,676.7,종로구,양평군
20,480.02,종로구,양평군
25,566.65,종로구,양평군
30,666.78,종로구,양평군
35,1123.46,종로구,양평군
40,2106.35,종로구,양평군
45,2552.4,종로구,양평군
50,3407.79,종로구,양평군
55,3549.65,종로구,양평군
60,4363.52,종로구,양평군
65,5879.54,종로구,양평군
70,3968.04,종로구,양평군
75,3499.49,종로구,양평군
80,4072.39,종로구,양평군
0,3671.59,종로구,강원도
10,2854.93,종로구,강원도
15,2150.93,종로구,강원도
20,3790.66,종로구,강원도
25,4055.53,종로구,강원도
30,3562.87,종로구,강원도
35,3475.69,종로구,강원도
40,5199.09,종로구,강원도
45,4911.56,종로구,강원도
50,6642.85,종로구,강원도
55,6739.82,종로구,강원도
60,7379.91,종로구,강원도
65,6830.58,종로구,강원도
70,4666.11,종로구,강원도
75,3615.54,종로구,강원도
80,3699.69,종로구,강원도
0,1780.84,종로구,충청북도
10,1749.94,종로구,충청북도
15,1688.63,종로구,충청북도
20,2035.38,종로구,충청북도
25,2624.16,종로구,충청북도
30,2281.48,종로구,충청북도
35,1933.05,종로구,충청북도
40,2450.53,종로구,충청북도
45,2940.84,종로구,충청북도
50,3694.91,종로구,충청북도
55,3658.81,종로구,충청북도
60,3850.39,종로구,충청북도
65,3337.61,종로구,충청북도
70,1836.23,종로구,충청북도
75,1428.17,종로구,충청북도
80,1596.5,종로구,충청북도
0,2859.38,종로구,충청남도
10,2035.13,종로구,충청남도
15,2572.92,종로구,충청남도
20,3783.89,종로구,충청남도
25,4217.03,종로구,충청남도
30,4242.83,종로구,충청남도
35,3857.83,종로구,충청남도
40,4532.51,종로구,충청남도
45,4205.96,종로구,충청남도
50,5349.18,종로구,충청남도
55,5614.87,종로구,충청남도
60,6408.88,종로구,충청남도
65,5576.45,종로구,충청남도
70,4404.85,종로구,충청남도
